Name,Area,Current Year,Crop Year,Crop Type,Tillage Type,Biomass Coefficient Product,Biomass Coefficient Straw,Biomass Coefficient Roots,Biomass Coefficient Extraroot,Nitrogen Content In Product,Nitrogen Content In Straw,Nitrogen Content In Roots,Nitrogen Content In Extraroot,Nitrogen Fixation,Nitrogen Deposit,Carbon Concentration,Yield,Harvest Method,Nitrogen Fertilizer Rate,Phosphorous Fertilizer Rate,Is Irrigated,Irrigation Type,Amount Of Irrigation,Moisture Content Of Crop,Moisture Content Of Crop Percentage,PercentageOfStrawReturnedToSoil,PercentageOfRootsReturnedToSoil,PercentageOfProductYieldReturnedToSoil,Is Pesticide Used,Number Of Pesticide Passes,Fuel Energy,Herbicide Energy,Fertilizer Blend,January Precipitation,February Precipitation,March Precipitation,April Precipitation,May Precipitation,June Precipitation,July Precipitation,August Precipitation,September Precipitation,October Precipitation,November Precipitation,December Precipitation,January Potential Evapotranspiration,February Potential Evapotranspiration,March Potential Evapotranspiration,April Potential Evapotranspiration,May Potential Evapotranspiration,June Potential Evapotranspiration,July Potential Evapotranspiration,August Potential Evapotranspiration,September Potential Evapotranspiration,October Potential Evapotranspiration,November Potential Evapotranspiration,December Potential Evapotranspiration,January Mean Temperature,February Mean Temperature,March Mean Temperature,April Mean Temperature,May Mean Temperature,June Mean Temperature,July Mean Temperature,August Mean Temperature,September Mean Temperature,October Mean Temperature,November Mean Temperature,December Mean Temperature,Province,Soil Great Group,Soil functional category,Bulk Density,Soil Texture,Soil Ph,Top Layer Thickness  (mm),Proportion Of Sand In Soil,Proportion Of Clay In Soil,Proportion Of Soil Organic Carbon,Change in soil carbon (delta_C_t) (kg C ha^-1),N2O Direct (kg N2O (ha)^-1),N2O Direct (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),N2O Indirect (kg N2O (ha)^-1),N2O Indirect (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),Energy CO2 (kg),Upstream CO2 (kg),Total_GHG
Farm67,0.345,2025,2023,Potatoes,Reduced,0.736,0.239,0.015,0.01,0.015,0.02,0.01,0.01,0,5,0.45,16.32,CashCrop,0,0,No,RainFed,0,0.75,75,100,100,0,No,0,1.78,0.23,Custom,68.4,80.33,62.34,98.6,101.79,92.35,71.21,115.01,51.04,37.06,80.75,113.22,0,0,0,10.0746,99.2931,107.7176,135.0757,104.0729,60.8943,24.9026,0.1696,0.0114,-8.1526,-9.1993,-7.4561,-1.0737,12.8719,14.175,16.9368,15.83,10.5587,4.2706,-5.6953,-6.0735,BritishColumbia,DystricBrunisol,Brown,1.35,Medium,5.1999998,90,0.76,0.04,11,-1375.4711,0.6521,0.6521,0.303,0.303,42.987,0,5428.736333
Farm68,0.089,2025,2022,BeansDryField,Reduced,0.539,0.412,0.03,0.019,0.042,0.01,0.01,0.01,0,5,0.45,10,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,189.09,66.11,116.15,134.67,132.62,92.14,38.51,29.4,35.8,89.92,101.65,171.07,4.9162,7.7029,19.1342,29.2644,58.7159,91.6624,125.3918,121.0384,85.4538,50.7998,5.8602,2.1284,1.2184,0.8829,3.1948,4.095,7.9668,13.615,18.1645,19.4074,15.3667,11.6671,0.9827,-1.8719,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-1897.9288,0.3963,0.3963,0.2113,0.2113,11.0894,0,7249.547067
Farm68,0.089,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,64.6,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,189.09,66.11,116.15,134.67,132.62,92.14,38.51,29.4,35.8,89.92,101.65,171.07,4.9162,7.7029,19.1342,29.2644,58.7159,91.6624,125.3918,121.0384,85.4538,50.7998,5.8602,2.1284,1.2184,0.8829,3.1948,4.095,7.9668,13.615,18.1645,19.4074,15.3667,11.6671,0.9827,-1.8719,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0457,0.0457,0.0296,0.0296,11.0894,0,145.1569
Farm68,0.014,2025,2025,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,2.27,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,189.09,66.11,116.15,134.67,132.62,92.14,38.51,29.4,35.8,89.92,101.65,171.07,4.9162,7.7029,19.1342,29.2644,58.7159,91.6624,125.3918,121.0384,85.4538,50.7998,5.8602,2.1284,1.2184,0.8829,3.1948,4.095,7.9668,13.615,18.1645,19.4074,15.3667,11.6671,0.9827,-1.8719,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0457,0.0457,0.0296,0.0296,1.7444,0,145.1569
Farm69,0.479,2025,2024,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,87.14,84.33,84.44,51,59.07,70.79,15.3,62.36,21.66,48.76,135.59,91.62,0.1052,0.0156,1.7526,24.0418,60.5685,90.6903,145.19,103.6083,78.2438,22.3799,0.0501,0,-10.1016,-6.1638,-3.811,2.697,6.92,11.132,19.2503,16.3677,13.7557,4.5268,-4.616,-6.4671,BritishColumbia,HumoFerricPodzol,Brown,0.2,Medium,4.8000002,30,-0.09,-0.09,389.000015,-3760.8684,0.9164,0.9164,0.6676,0.6676,59.6834,0,14346.8828
Farm70,61.165,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,2,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,354.36,164.7,165.85,72.82,71.64,64.52,11.23,47.73,254.81,337.99,525.46,259.27,2.6337,1.4969,7.2922,46.2205,80.0548,123.7839,139.9835,100.3063,56.8481,22.9676,6.9289,0.6929,-0.1677,-2.4054,0.9945,5.4297,9.6313,16.388,18.1297,16.7106,12.3057,6.4071,3.172,-4.2994,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.3269,0.3269,0.0357,0.0357,7621.159,0,223.5898
Farm71,76.437,2025,2025,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,4000,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,62.47,149.26,221.31,85.32,85.68,53.59,36.88,102.71,-2973.2,0,0,0,4.21,7.545,24.4089,65.1556,83.5765,103.8241,126.2214,107.2414,42.9634,0,0,0,0.9635,0.0711,4.9919,8.439,10.8361,13.909,16.341,18.4223,-143.1905,0,0,0,BritishColumbia,Humisol,Brown,0.35,Medium,2.9000001,200,-0.09,-0.09,580,0,0.0051,0.0051,0.0164,0.0164,9524.0502,0,130.4695
Farm72,0.156,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,22.5,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,106.12,48.94,77.62,87.62,85.73,59.83,36.44,17.37,10.29,67.59,77.13,122.48,10.0357,14.656,35.6491,49.6353,73.9397,102.7047,139.8711,130.6162,88.422,53.539,14.8114,6.8928,3.4835,3.8911,6.371,6.6683,10.041,14.7093,19.2003,20.5235,16.678,13.0119,4.3467,2.1119,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,0,0.0231,0.0231,0.0208,0.0208,19.4376,0,136.5847
Farm73,0.05,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,7.2,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,117.72,103.99,92.91,83.7,75.46,99.84,28.48,96.92,43.99,113.33,155.19,129.21,0.0211,0,0.3371,3.0235,48.3002,76.2507,129.9994,89.5574,61.638,13.3964,0,0,-10.9739,-7.7862,-5.7074,-1.4233,5.2861,9.4977,17.221,14.1903,10.8277,2.3368,-6.6443,-7.419,BritishColumbia,DystricBrunisol,Brown,1.4,Medium,3.8,30,0.8,0.05,40,0,0.0519,0.0519,0.0357,0.0357,6.23,0,148.5148
Farm73,0.48,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,45,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,117.72,103.99,92.91,83.7,75.46,99.84,28.48,96.92,43.99,113.33,155.19,129.21,0.0211,0,0.3371,3.0235,48.3002,76.2507,129.9994,89.5574,61.638,13.3964,0,0,-10.9739,-7.7862,-5.7074,-1.4233,5.2861,9.4977,17.221,14.1903,10.8277,2.3368,-6.6443,-7.419,BritishColumbia,DystricBrunisol,Brown,1.4,Medium,3.8,30,0.8,0.05,40,0,0.0519,0.0519,0.0357,0.0357,59.808,0,148.5148
Farm74,0.00042,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,539,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,137.74,61.48,81.44,41.23,43.51,64.45,23.8,62.05,45.55,109.35,139.5,128.84,5.767,8.8801,27.3479,48.5269,85.0051,93.0472,145.5332,102.9361,68.3434,28.2829,9.4482,7.5061,1.4932,2.3421,4.2929,5.9607,10.249,12.581,18.3048,17.6381,13.7053,7.8968,3.759,3.4819,BritishColumbia,HumoFerricPodzol,Brown,1.5,Fine,4.9000001,50,0.33,0.2,85,0,0.0306,0.0306,0.0265,0.0265,0.0523,0,140.1121095
Farm75,6.944,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,500,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,2.39,0.23,Custom,57.33,76.17,25.88,48.06,62.65,41.94,29.81,38.84,37.57,41.27,49.85,73.86,0.1115,0,0,23.6602,106.6447,114.0941,139.3701,111.9563,67.1524,27.9845,0.8113,0.0463,-7.5242,-6.8339,-5.3042,2.5153,13.5597,15.2833,19.0877,18.4423,12.587,5.9952,-2.726,-5.0923,BritishColumbia,GrayLuvisol,Black,1.35,Coarse,5.4000001,150,0.55,0.08,13,0,0.0166,0.0166,0.0202,0.0202,1161.7312,0,177.3464
Farm76,0.064,2025,2025,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,15,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,38.78,50.94,103.74,46.42,68.12,86.08,55.87,65.29,-2975.2,0,0,0,0,0.0329,1.5319,38.2154,79.6691,108.5889,114.7647,117.1518,48.5047,0,0,0,-9.5052,-11.0614,-1.4758,4.157,9.48,13.6377,16.8581,18.3139,-141.6247,0,0,0,BritishColumbia,EutricBrunisol,Brown,1.15,Coarse,6.0999999,150,0.5,0.09,20,0,0.0037,0.0037,0.014,0.014,7.9744,0,129.4321
Farm77,0.196,2025,2021,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,11.3398,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0555,0.0555,0.0304,0.0304,24.4216,0,148.0507
Farm77,2.5,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,226.796,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0557,0.0557,0.0305,0.0305,311.5,0,148.1326
Farm78,0.06,2025,2022,BeansDryField,Reduced,0.539,0.412,0.03,0.019,0.042,0.01,0.01,0.01,0,5,0.45,60,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,106.12,48.94,77.62,87.62,85.73,59.83,36.44,17.37,10.29,67.59,77.13,122.48,10.0357,14.656,35.6491,49.6353,73.9397,102.7047,139.8711,130.6162,88.422,53.539,14.8114,6.8928,3.4835,3.8911,6.371,6.6683,10.041,14.7093,19.2003,20.5235,16.678,13.0119,4.3467,2.1119,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,-1797.7209,0.2002,0.2002,0.122,0.122,7.476,0,6804.2039
Farm79,0.788,2025,2020,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,226.796,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,179.02,59.04,34.26,30.53,68.26,53.91,30.07,45.93,55.74,83.07,124.81,142.93,9.3761,15.7148,30.2729,62.5204,92.6323,90.9044,118.4863,112.8347,73.1615,35.6684,15.1897,10.4153,4.4916,4.2362,4.9184,9.0753,12.9542,14.8063,17.8084,17.9245,16.8267,10.819,6.3113,4.8158,BritishColumbia,DystricBrunisol,Brown,0.15,Medium,4.6999998,50,-0.09,-0.09,482.000008,0,0.0318,0.0318,0.0257,0.0257,98.1848,0,140.2975
Farm80,1.749,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,90.7184,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,0,0.0317,0.0317,0.0246,0.0246,217.9254,0,139.9699
Farm80,1.839,2025,2025,Soybeans,Reduced,0.304,0.455,0.146,0.095,0.067,0.006,0.01,0.01,0.7,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.14,14,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,1.2862,0.2065,0.2065,0.122,0.122,229.1394,0,209.5644333
Farm80,1.839,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,1038.96,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,1.1324,0.032,0.032,0.0247,0.0247,229.1394,0,135.9269667
Farm80,1.839,2025,2025,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,-1.7127,0.0326,0.0326,0.0248,0.0248,229.1394,0,146.5501
Farm80,0.139,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,0,0.0317,0.0317,0.0246,0.0246,17.3194,0,139.9699
Farm80,0.53,2025,2025,Soybeans,Reduced,0.304,0.455,0.146,0.095,0.067,0.006,0.01,0.01,0.7,5,0.45,219.455993,CashCrop,0,0,No,RainFed,0,0.14,14,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,-1541.8333,0.2065,0.2065,0.122,0.122,66.038,0,5867.669267
Farm80,0.53,2025,2024,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,305.721008,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,-3748.926,1.3096,1.3096,0.7369,0.7369,66.038,0,14429.3565
Farm80,0.53,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,90.7184,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,0.0544,0.0318,0.0318,0.0246,0.0246,66.038,0,139.7977333
Farm80,0.53,2025,2025,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,40.82328,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,156.02,67.3,80.38,52.36,48.71,40.22,16.51,66.04,48.08,130.11,134.51,132.1,8.9825,17.0985,38.2751,60.947,94.8759,110.5722,153.3216,108.1211,73.8927,36.6057,15.3845,11.545,3.3894,4.9586,6.3106,8.048,11.8855,14.496,19.889,18.7261,15.2967,9.4306,5.7817,5.0981,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,-0.0823,0.0318,0.0318,0.0246,0.0246,66.038,0,140.2989667
Farm81,238.574,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,150,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,245.07,117.53,106.45,95.37,78.27,69.05,22.77,99.83,72.7,231.19,206.39,213.38,10.0548,19.4276,38.4257,60.1263,87.2473,99.9078,145.4623,102.0884,68.5906,32.7732,14.1657,11.952,4.1829,5.7748,6.9984,8.738,12.0077,14.305,19.0797,17.741,14.789,9.6526,6.105,5.8148,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,-9.7766,0.1064,0.1064,0.038,0.038,29726.3204,0,199.8687333
Farm82,0.046,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,1904.617038,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1655,0.1655,0.0365,0.0365,5.7316,0,179.746
Farm82,0.056,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,128.0159959,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1612,0.1612,0.0357,0.0357,6.9776,0,178.3537
Farm82,0.039,2025,2024,DryPeas,Reduced,0.245,0.49,0.162,0.103,0.0704,0.0304,0.0225,0.0225,0,5,0.45,27.43199912,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,-2804.5044,5.4374,5.4374,1.0483,1.0483,4.8594,0,12178.3789
Farm82,0.047,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,635.6251264,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1624,0.1624,0.036,0.036,5.8562,0,178.7632
Farm82,0.063,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,9.07184,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1608,0.1608,0.0357,0.0357,7.8498,0,178.2445
Farm82,0.056,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,638.1839807,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1624,0.1624,0.036,0.036,6.9776,0,178.7632
Farm82,0.09290313,2025,2024,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,68.0388,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,-3762.7237,6.6373,6.6373,1.2786,1.2786,11.5757,0,16082.29394
Farm82,0.09290313,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,714.49988,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1626,0.1626,0.036,0.036,11.5757,0,178.8174771
Farm82,0.054,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,21.04571361,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,252.84,143.89,107.95,113.13,91.98,91.1,30.4,119.08,78.59,249.68,219.56,239.24,7.485,13.5648,33.8219,56.574,84.2535,98.2298,145.3637,102.7436,67.9045,30.7679,10.0213,8.2924,1.6384,4.0428,5.8971,7.931,11.3035,13.8203,19.0881,17.9316,14.5547,8.7235,4.046,3.8787,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1609,0.1609,0.0357,0.0357,6.7284,0,178.2718
